,Strike #,FVEY,Country,DTG,Date,Time,ATO,Engage Unit,DEL/DYN,Entity ID,O-Suffix,Cat Code,Entity Name,City Name,Province,ROE,Target Function,T1#,Target_1,T2#,Target_2,Lat,Long,MGRS,Observer,Aircraft,Callsign,AC Base,Nationality,ORD1,Ordinance_1,ORD2,Ordinance_2,Targets Remark,Physical,Confidence,Functional,Recoup Time,MEA,CDA,MISREP
174,51505,TS/SCI,US,110945ZSEP06,11-SEP-06,0945Z,AA,AW-17,Dynamic,2741-50713,lp000,50105,Loon Mountain,Lincoln,Graftron,962,Function,4,RUNWAYS,7,RUNWAYS,44.036,-71.621,???,WSMZ67,F-16,FXPL87,Bristol AFB,USA,1,Bofors 40mm,5,105mm M102,Comment,light,light,light,0,med,light,"FXPL87, 11-SEP-06, info"
175,79226,TS/SCI,US,020256ZNOV00,02-NOV-00,0256Z,AA,AW-17,Deliberate,1616-69892,gd447,40105,Random,r,R,855,Function,1,RUNWAYS,6,BARRACKS,82,13,???,BXAS68,SR-71,VSXE66,Bristol AFB,USA,5,105mm M102,2,Bofors 40mm,Comment,light,light,light,0,med,heavy,"VSXE66, 02-NOV-00, info"
176,60688,TS/SCI,US,012029ZJUL06,01-JUL-06,2029Z,AA,AW-17,Deliberate,9289-65402,ff199,30105,Sunday River,Newry,Oxford,489,Function,3,OFFICE,7,BARRACKS,44.469,-70.861,???,CENA86,F-16,XSSF72,Bristol AFB,USA,3,25mm GAU-12,4,105mm M102,Comment,light,heavy,med,0,med,light,"XSSF72, 01-JUL-06, info"
177,84847,TS/SCI,US,141503ZOCT15,14-OCT-15,1503Z,AA,AW-17,Deliberate,9928-88394,ey315,40203,Random,r,R,989,Function,3,BARRACKS,1,RUNWAYS,69,80,???,FUBF75,SR-71,CTAY70,Bristol AFB,USA,1,105mm M102,2,Bofors 40mm,Comment,light,light,heavy,0,med,light,"CTAY70, 14-OCT-15, info"
178,57040,TS/SCI,US,060626ZMAR03,06-MAR-03,0626Z,AA,AW-17,Dynamic,7784-76861,tk760,10205,Sunday River,Newry,Oxford,224,Function,1,BARRACKS,2,BARRACKS,44.469,-70.861,???,OIEX71,SR-71,NLRW90,Bristol AFB,USA,4,25mm GAU-12,1,105mm M102,Comment,heavy,med,light,0,heavy,light,"NLRW90, 06-MAR-03, info"
179,10745,TS/SCI,US,202139ZFEB10,20-FEB-10,2139Z,AA,AW-17,Deliberate,9603-51871,ap126,50102,Random,r,R,407,Function,8,BARRACKS,8,RUNWAYS,33,23,???,QUBT73,F-16,JBKH86,Bristol AFB,USA,4,25mm GAU-12,3,Bofors 40mm,Comment,light,light,med,0,light,heavy,"JBKH86, 20-FEB-10, info"
180,43868,TS/SCI,US,150135ZAUG02,15-AUG-02,0135Z,AA,AW-17,Deliberate,4906-14136,jl311,30103,Sunday River,Newry,Oxford,556,Function,4,RUNWAYS,6,OFFICE,44.469,-70.861,???,VEIR81,SR-71,ZPUX79,Bristol AFB,USA,4,Bofors 40mm,4,105mm M102,Comment,light,heavy,med,0,heavy,heavy,"ZPUX79, 15-AUG-02, info"
181,39607,TS/SCI,US,250011ZJUN14,25-JUN-14,0011Z,AA,AW-17,Deliberate,6460-28534,gb182,40101,Random,r,R,266,Function,7,OFFICE,3,RUNWAYS,5,46,???,WAVR81,F-16,NGZA76,Bristol AFB,USA,1,Bofors 40mm,5,Bofors 40mm,Comment,heavy,light,med,0,heavy,heavy,"NGZA76, 25-JUN-14, info"
182,47289,TS/SCI,US,251027ZAUG13,25-AUG-13,1027Z,AA,AW-17,Dynamic,1953-05831,mf750,50203,Sunday River,Newry,Oxford,165,Function,6,OFFICE,7,RUNWAYS,44.469,-70.861,???,UFHL74,F-16,ECOX84,Bristol AFB,USA,3,105mm M102,4,105mm M102,Comment,med,light,light,0,heavy,heavy,"ECOX84, 25-AUG-13, info"
183,73742,TS/SCI,US,241928ZFEB06,24-FEB-06,1928Z,AA,AW-17,Dynamic,2908-56193,mr350,30102,Random,r,R,967,Function,4,RUNWAYS,5,BARRACKS,70,4,???,QAHT80,AC-130,WCVQ68,Bristol AFB,USA,1,105mm M102,5,25mm GAU-12,Comment,med,heavy,light,0,med,light,"WCVQ68, 24-FEB-06, info"
184,52120,TS/SCI,US,111534ZFEB00,11-FEB-00,1534Z,AA,AW-17,Deliberate,3666-57645,lz769,50203,Loon Mountain,Lincoln,Graftron,260,Function,4,RUNWAYS,9,BARRACKS,44.036,-71.621,???,KZGN76,SR-71,ZGSD86,Bristol AFB,USA,5,105mm M102,5,25mm GAU-12,Comment,light,light,light,0,light,med,"ZGSD86, 11-FEB-00, info"
185,99130,TS/SCI,US,180202ZMAR02,18-MAR-02,0202Z,AA,AW-17,Deliberate,3140-89014,zi210,30104,Sunday River,Newry,Oxford,383,Function,4,RUNWAYS,5,RUNWAYS,44.469,-70.861,???,NSAX72,AC-130,WECR76,Bristol AFB,USA,4,105mm M102,3,Bofors 40mm,Comment,light,heavy,med,0,light,med,"WECR76, 18-MAR-02, info"
186,40562,TS/SCI,US,231232ZNOV05,23-NOV-05,1232Z,AA,AW-17,Deliberate,1972-04348,pv988,30102,Random,r,R,154,Function,2,RUNWAYS,7,OFFICE,23,34,???,QXWJ72,SR-71,TPCX85,Bristol AFB,USA,3,Bofors 40mm,2,105mm M102,Comment,light,light,heavy,0,light,light,"TPCX85, 23-NOV-05, info"
187,77878,TS/SCI,US,262047ZFEB05,26-FEB-05,2047Z,AA,AW-17,Deliberate,5318-95017,su955,50103,Loon Mountain,Lincoln,Graftron,600,Function,7,OFFICE,4,RUNWAYS,44.036,-71.621,???,WTUG72,SR-71,QHKJ68,Bristol AFB,USA,2,25mm GAU-12,3,105mm M102,Comment,light,heavy,heavy,0,light,light,"QHKJ68, 26-FEB-05, info"
188,77742,TS/SCI,US,131830ZOCT07,13-OCT-07,1830Z,AA,AW-17,Dynamic,5244-56371,bp047,30205,Loon Mountain,Lincoln,Graftron,179,Function,2,BARRACKS,4,OFFICE,44.036,-71.621,???,EHYG76,F-16,BXOO79,Bristol AFB,USA,2,Bofors 40mm,4,Bofors 40mm,Comment,med,med,heavy,0,light,light,"BXOO79, 13-OCT-07, info"
189,80875,TS/SCI,US,280206ZNOV15,28-NOV-15,0206Z,AA,AW-17,Deliberate,2504-38688,it187,10204,Random,r,R,616,Function,9,RUNWAYS,4,RUNWAYS,0,55,???,FYUV88,SR-71,ASPM69,Bristol AFB,USA,2,105mm M102,1,Bofors 40mm,Comment,med,heavy,heavy,0,heavy,heavy,"ASPM69, 28-NOV-15, info"
190,23711,TS/SCI,US,140633ZJUL15,14-JUL-15,0633Z,AA,AW-17,Deliberate,3204-94134,bb082,30201,Sunday River,Newry,Oxford,651,Function,4,OFFICE,7,RUNWAYS,44.469,-70.861,???,ESVE82,F-16,TNDT89,Bristol AFB,USA,2,Bofors 40mm,3,25mm GAU-12,Comment,light,light,med,0,heavy,med,"TNDT89, 14-JUL-15, info"
191,75918,TS/SCI,US,030222ZAPR15,03-APR-15,0222Z,AA,AW-17,Deliberate,3453-32022,iq322,50204,Loon Mountain,Lincoln,Graftron,469,Function,10,BARRACKS,7,BARRACKS,44.036,-71.621,???,JYTO76,AC-130,ORWZ83,Bristol AFB,USA,4,Bofors 40mm,3,25mm GAU-12,Comment,heavy,light,light,0,heavy,heavy,"ORWZ83, 03-APR-15, info"
192,89262,TS/SCI,US,111312ZMAY08,11-MAY-08,1312Z,AA,AW-17,Deliberate,9394-49714,es696,50105,Sunday River,Newry,Oxford,876,Function,4,OFFICE,5,OFFICE,44.469,-70.861,???,TIRB72,F-16,EWWN65,Bristol AFB,USA,5,Bofors 40mm,2,25mm GAU-12,Comment,light,heavy,light,0,heavy,light,"EWWN65, 11-MAY-08, info"
193,97299,TS/SCI,US,100445ZAUG14,10-AUG-14,0445Z,AA,AW-17,Deliberate,8167-27433,pt334,30102,Loon Mountain,Lincoln,Graftron,567,Function,10,RUNWAYS,1,OFFICE,44.036,-71.621,???,PZMS65,F-16,YCLS72,Bristol AFB,USA,3,Bofors 40mm,2,105mm M102,Comment,med,light,med,0,light,light,"YCLS72, 10-AUG-14, info"
194,93229,TS/SCI,US,170300ZNOV04,17-NOV-04,0300Z,AA,AW-17,Deliberate,5821-07176,pn839,20203,Loon Mountain,Lincoln,Graftron,387,Function,2,OFFICE,6,BARRACKS,44.036,-71.621,???,SABC69,AC-130,XWBT88,Bristol AFB,USA,1,Bofors 40mm,3,105mm M102,Comment,heavy,light,light,0,heavy,heavy,"XWBT88, 17-NOV-04, info"
195,72565,TS/SCI,US,170440ZNOV15,17-NOV-15,0440Z,AA,AW-17,Deliberate,6382-17041,di101,10202,Loon Mountain,Lincoln,Graftron,632,Function,6,BARRACKS,7,RUNWAYS,44.036,-71.621,???,RPRB75,F-16,SCAE74,Bristol AFB,USA,1,Bofors 40mm,3,Bofors 40mm,Comment,med,light,heavy,0,light,heavy,"SCAE74, 17-NOV-15, info"
196,68402,TS/SCI,US,042252ZFEB10,04-FEB-10,2252Z,AA,AW-17,Deliberate,8439-34975,tz367,30103,Loon Mountain,Lincoln,Graftron,184,Function,6,RUNWAYS,6,BARRACKS,44.036,-71.621,???,PFWO73,F-16,DUSG89,Bristol AFB,USA,5,105mm M102,5,25mm GAU-12,Comment,light,heavy,heavy,0,heavy,light,"DUSG89, 04-FEB-10, info"
197,28721,TS/SCI,US,200147ZAUG03,20-AUG-03,0147Z,AA,AW-17,Dynamic,0870-62899,km163,20103,Sunday River,Newry,Oxford,364,Function,2,RUNWAYS,5,OFFICE,44.469,-70.861,???,ZUYX70,AC-130,UUXL65,Bristol AFB,USA,5,105mm M102,2,25mm GAU-12,Comment,med,heavy,med,0,light,light,"UUXL65, 20-AUG-03, info"
198,79490,TS/SCI,US,100921ZAPR12,10-APR-12,0921Z,AA,AW-17,Dynamic,5127-56900,fp641,40104,Sunday River,Newry,Oxford,230,Function,7,RUNWAYS,4,OFFICE,44.469,-70.861,???,XCQP68,SR-71,MUWJ87,Bristol AFB,USA,2,Bofors 40mm,2,25mm GAU-12,Comment,light,heavy,med,0,med,med,"MUWJ87, 10-APR-12, info"
199,10373,TS/SCI,US,101156ZJUN10,10-JUN-10,1156Z,AA,AW-17,Deliberate,9612-50963,im213,50101,Sunday River,Newry,Oxford,683,Function,7,BARRACKS,4,OFFICE,44.469,-70.861,???,MTXN70,AC-130,XYGU87,Bristol AFB,USA,3,105mm M102,4,25mm GAU-12,Comment,light,light,light,0,light,med,"XYGU87, 10-JUN-10, info"
200,62200,TS/SCI,US,231636ZAPR11,23-APR-11,1636Z,AA,AW-17,Deliberate,3763-74356,oj162,50103,Sunday River,Newry,Oxford,567,Function,8,RUNWAYS,10,RUNWAYS,44.469,-70.861,???,PIWE71,AC-130,JLGU82,Bristol AFB,USA,4,25mm GAU-12,1,25mm GAU-12,Comment,light,med,light,0,light,med,"JLGU82, 23-APR-11, info"
201,48433,TS/SCI,US,182154ZSEP06,18-SEP-06,2154Z,AA,AW-17,Deliberate,7650-07622,tz713,30101,Loon Mountain,Lincoln,Graftron,820,Function,4,BARRACKS,3,BARRACKS,44.036,-71.621,???,LVLQ86,AC-130,NPBV80,Bristol AFB,USA,1,25mm GAU-12,3,Bofors 40mm,Comment,light,med,heavy,0,med,light,"NPBV80, 18-SEP-06, info"
202,90944,TS/SCI,US,061328ZJAN00,06-JAN-00,1328Z,AA,AW-17,Dynamic,3101-46845,rs262,30101,Loon Mountain,Lincoln,Graftron,250,Function,6,BARRACKS,6,OFFICE,44.036,-71.621,???,CIEQ83,SR-71,TEXO86,Bristol AFB,USA,3,Bofors 40mm,2,Bofors 40mm,Comment,light,light,light,0,heavy,heavy,"TEXO86, 06-JAN-00, info"
203,36091,TS/SCI,US,170845ZNOV05,17-NOV-05,0845Z,AA,AW-17,Dynamic,3120-07913,kf151,30203,Loon Mountain,Lincoln,Graftron,395,Function,2,RUNWAYS,2,OFFICE,44.036,-71.621,???,PDCC76,F-16,BWUV77,Bristol AFB,USA,1,25mm GAU-12,5,105mm M102,Comment,light,heavy,light,0,heavy,med,"BWUV77, 17-NOV-05, info"
204,06115,TS/SCI,US,021741ZMAY01,02-MAY-01,1741Z,AA,AW-17,Deliberate,9744-77731,hz674,20102,Sunday River,Newry,Oxford,537,Function,6,BARRACKS,3,RUNWAYS,44.469,-70.861,???,GELD75,F-16,BKSV70,Bristol AFB,USA,3,Bofors 40mm,2,105mm M102,Comment,light,med,light,0,med,light,"BKSV70, 02-MAY-01, info"
205,88335,TS/SCI,US,010651ZOCT06,01-OCT-06,0651Z,AA,AW-17,Deliberate,6488-18808,qe823,40104,Sunday River,Newry,Oxford,848,Function,8,RUNWAYS,9,BARRACKS,44.469,-70.861,???,HUJA65,AC-130,LHZS70,Bristol AFB,USA,1,Bofors 40mm,5,105mm M102,Comment,light,light,light,0,light,light,"LHZS70, 01-OCT-06, info"
206,33440,TS/SCI,US,220057ZAUG07,22-AUG-07,0057Z,AA,AW-17,Dynamic,1764-89443,lf124,30104,Loon Mountain,Lincoln,Graftron,462,Function,2,RUNWAYS,4,OFFICE,44.036,-71.621,???,NOPS89,F-16,YVOF65,Bristol AFB,USA,4,Bofors 40mm,2,105mm M102,Comment,heavy,light,light,0,med,heavy,"YVOF65, 22-AUG-07, info"
207,64498,TS/SCI,US,101945ZSEP09,10-SEP-09,1945Z,AA,AW-17,Deliberate,6275-34846,mb439,20102,Sunday River,Newry,Oxford,117,Function,2,OFFICE,3,OFFICE,44.469,-70.861,???,SIDU88,AC-130,XLVJ81,Bristol AFB,USA,5,Bofors 40mm,2,Bofors 40mm,Comment,heavy,light,med,0,light,light,"XLVJ81, 10-SEP-09, info"
208,54688,TS/SCI,US,160006ZNOV15,16-NOV-15,0006Z,AA,AW-17,Dynamic,6285-27778,rn036,50202,Loon Mountain,Lincoln,Graftron,434,Function,4,RUNWAYS,4,RUNWAYS,44.036,-71.621,???,CWOU83,AC-130,LPLF87,Bristol AFB,USA,5,Bofors 40mm,1,Bofors 40mm,Comment,light,med,light,0,heavy,med,"LPLF87, 16-NOV-15, info"
209,14679,TS/SCI,US,201422ZNOV00,20-NOV-00,1422Z,AA,AW-17,Dynamic,8608-05866,vp775,50101,Sunday River,Newry,Oxford,408,Function,5,BARRACKS,3,BARRACKS,44.469,-70.861,???,EBTN79,SR-71,YHPG77,Bristol AFB,USA,1,Bofors 40mm,2,25mm GAU-12,Comment,heavy,light,light,0,med,med,"YHPG77, 20-NOV-00, info"
210,09580,TS/SCI,US,211923ZJAN08,21-JAN-08,1923Z,AA,AW-17,Deliberate,0138-53899,ti096,40101,Random,r,R,686,Function,6,RUNWAYS,5,RUNWAYS,59,17,???,SYZN68,AC-130,EXIK84,Bristol AFB,USA,2,Bofors 40mm,5,25mm GAU-12,Comment,heavy,med,med,0,heavy,med,"EXIK84, 21-JAN-08, info"
211,00939,TS/SCI,US,161752ZSEP09,16-SEP-09,1752Z,AA,AW-17,Dynamic,1686-18684,ix561,50201,Loon Mountain,Lincoln,Graftron,150,Function,4,RUNWAYS,1,RUNWAYS,44.036,-71.621,???,CKPP80,F-16,EIXC75,Bristol AFB,USA,2,25mm GAU-12,3,Bofors 40mm,Comment,heavy,light,light,0,med,heavy,"EIXC75, 16-SEP-09, info"
212,31267,TS/SCI,US,260227ZJUL08,26-JUL-08,0227Z,AA,AW-17,Dynamic,3349-96873,yx877,50203,Random,r,R,802,Function,8,RUNWAYS,3,OFFICE,9,14,???,XUPJ81,AC-130,RCTW83,Bristol AFB,USA,5,105mm M102,4,105mm M102,Comment,light,heavy,light,0,heavy,med,"RCTW83, 26-JUL-08, info"
213,36014,TS/SCI,US,020501ZAUG02,02-AUG-02,0501Z,AA,AW-17,Deliberate,2996-30463,qa894,10205,Sunday River,Newry,Oxford,141,Function,10,BARRACKS,7,RUNWAYS,44.469,-70.861,???,FIPR90,SR-71,MHXZ84,Bristol AFB,USA,2,Bofors 40mm,3,25mm GAU-12,Comment,heavy,light,light,0,light,med,"MHXZ84, 02-AUG-02, info"
214,01646,TS/SCI,US,251833ZJAN06,25-JAN-06,1833Z,AA,AW-17,Dynamic,3957-53122,or761,50105,Sunday River,Newry,Oxford,101,Function,7,OFFICE,5,BARRACKS,44.469,-70.861,???,KBVP68,SR-71,TFGB73,Bristol AFB,USA,4,Bofors 40mm,1,105mm M102,Comment,light,light,med,0,light,med,"TFGB73, 25-JAN-06, info"
215,36899,TS/SCI,US,120619ZOCT05,12-OCT-05,0619Z,AA,AW-17,Dynamic,2047-84772,it086,50202,Random,r,R,926,Function,3,RUNWAYS,3,OFFICE,24,35,???,NZNL68,AC-130,FGCW70,Bristol AFB,USA,4,105mm M102,4,105mm M102,Comment,light,heavy,light,0,med,med,"FGCW70, 12-OCT-05, info"
216,11871,TS/SCI,US,082033ZAUG13,08-AUG-13,2033Z,AA,AW-17,Dynamic,5923-00702,pe427,30102,Sunday River,Newry,Oxford,516,Function,8,BARRACKS,5,OFFICE,44.469,-70.861,???,CTHN90,AC-130,HRRT67,Bristol AFB,USA,1,105mm M102,3,105mm M102,Comment,heavy,med,heavy,0,heavy,med,"HRRT67, 08-AUG-13, info"
217,80059,TS/SCI,US,041007ZOCT09,04-OCT-09,1007Z,AA,AW-17,Deliberate,1848-89900,se329,50103,Sunday River,Newry,Oxford,391,Function,5,RUNWAYS,8,BARRACKS,44.469,-70.861,???,OZEQ68,AC-130,XPYU90,Bristol AFB,USA,1,105mm M102,4,25mm GAU-12,Comment,med,light,light,0,light,light,"XPYU90, 04-OCT-09, info"
218,58185,TS/SCI,US,111412ZFEB02,11-FEB-02,1412Z,AA,AW-17,Deliberate,2994-82552,eh004,10105,Loon Mountain,Lincoln,Graftron,580,Function,7,BARRACKS,5,BARRACKS,44.036,-71.621,???,HQDU90,F-16,QQNN68,Bristol AFB,USA,4,Bofors 40mm,5,105mm M102,Comment,light,light,med,0,light,med,"QQNN68, 11-FEB-02, info"
219,70114,TS/SCI,US,080733ZJUL14,08-JUL-14,0733Z,AA,AW-17,Deliberate,6243-28610,hx699,20103,Sunday River,Newry,Oxford,246,Function,7,BARRACKS,8,RUNWAYS,44.469,-70.861,???,XQTN79,AC-130,TRQU83,Bristol AFB,USA,4,105mm M102,3,Bofors 40mm,Comment,light,med,med,0,light,light,"TRQU83, 08-JUL-14, info"
220,93214,TS/SCI,US,202158ZOCT03,20-OCT-03,2158Z,AA,AW-17,Dynamic,7302-93591,cm003,20103,Loon Mountain,Lincoln,Graftron,839,Function,3,BARRACKS,10,BARRACKS,44.036,-71.621,???,GIUV75,SR-71,BKOX70,Bristol AFB,USA,4,105mm M102,3,25mm GAU-12,Comment,light,light,heavy,0,med,light,"BKOX70, 20-OCT-03, info"
221,43807,TS/SCI,US,160730ZSEP03,16-SEP-03,0730Z,AA,AW-17,Deliberate,9076-22906,mu617,10203,Loon Mountain,Lincoln,Graftron,740,Function,10,RUNWAYS,4,BARRACKS,44.036,-71.621,???,MMSD73,F-16,DENZ81,Bristol AFB,USA,2,25mm GAU-12,1,Bofors 40mm,Comment,heavy,heavy,light,0,heavy,light,"DENZ81, 16-SEP-03, info"
222,64043,TS/SCI,US,271154ZMAY00,27-MAY-00,1154Z,AA,AW-17,Deliberate,7899-67211,or063,40105,Sunday River,Newry,Oxford,262,Function,8,OFFICE,7,OFFICE,44.469,-70.861,???,IQQH78,AC-130,YGOH74,Bristol AFB,USA,3,105mm M102,1,Bofors 40mm,Comment,light,heavy,light,0,light,heavy,"YGOH74, 27-MAY-00, info"
223,68274,TS/SCI,US,161742ZJUN11,16-JUN-11,1742Z,AA,AW-17,Deliberate,0245-50681,zj217,10101,Sunday River,Newry,Oxford,351,Function,1,OFFICE,3,OFFICE,44.469,-70.861,???,LNLJ74,AC-130,XRLA82,Bristol AFB,USA,5,105mm M102,5,105mm M102,Comment,light,med,heavy,0,heavy,light,"XRLA82, 16-JUN-11, info"
224,14858,TS/SCI,US,030217ZJUL01,03-JUL-01,0217Z,AA,AW-17,Dynamic,7741-19633,ey265,20202,Sunday River,Newry,Oxford,165,Function,1,OFFICE,2,OFFICE,44.469,-70.861,???,ELCS76,AC-130,XKGV67,Bristol AFB,USA,4,25mm GAU-12,5,105mm M102,Comment,med,heavy,med,0,heavy,med,"XKGV67, 03-JUL-01, info"
225,79161,TS/SCI,US,250317ZAUG05,25-AUG-05,0317Z,AA,AW-17,Deliberate,9160-63112,sy136,40204,Random,r,R,445,Function,2,BARRACKS,7,BARRACKS,79,75,???,FUGE88,AC-130,LITD70,Bristol AFB,USA,5,Bofors 40mm,3,25mm GAU-12,Comment,light,med,light,0,light,med,"LITD70, 25-AUG-05, info"
226,24002,TS/SCI,US,180219ZSEP13,18-SEP-13,0219Z,AA,AW-17,Deliberate,8078-04909,na497,30101,Loon Mountain,Lincoln,Graftron,495,Function,5,OFFICE,4,OFFICE,44.036,-71.621,???,MRQK76,F-16,ZYCA65,Bristol AFB,USA,3,Bofors 40mm,1,105mm M102,Comment,med,light,heavy,0,light,med,"ZYCA65, 18-SEP-13, info"
227,80309,TS/SCI,US,111731ZMAR14,11-MAR-14,1731Z,AA,AW-17,Deliberate,1921-01921,ae318,20202,Loon Mountain,Lincoln,Graftron,807,Function,6,OFFICE,6,OFFICE,44.036,-71.621,???,FPQG84,SR-71,EERQ67,Bristol AFB,USA,2,105mm M102,4,105mm M102,Comment,heavy,heavy,heavy,0,light,light,"EERQ67, 11-MAR-14, info"
228,02920,TS/SCI,US,261303ZMAY14,26-MAY-14,1303Z,AA,AW-17,Deliberate,2706-15938,cd699,30202,Loon Mountain,Lincoln,Graftron,121,Function,5,RUNWAYS,8,RUNWAYS,44.036,-71.621,???,DECA83,AC-130,JGHC74,Bristol AFB,USA,3,25mm GAU-12,2,105mm M102,Comment,heavy,heavy,med,0,heavy,light,"JGHC74, 26-MAY-14, info"
229,20305,TS/SCI,US,040107ZNOV13,04-NOV-13,0107Z,AA,AW-17,Deliberate,0385-37575,eb390,40201,Random,r,R,240,Function,10,OFFICE,10,RUNWAYS,70,12,???,UQTA86,SR-71,KHTJ68,Bristol AFB,USA,4,105mm M102,4,Bofors 40mm,Comment,light,light,med,0,light,heavy,"KHTJ68, 04-NOV-13, info"
230,00527,TS/SCI,US,041624ZJAN14,04-JAN-14,1624Z,AA,AW-17,Deliberate,6712-17477,cc399,30103,Loon Mountain,Lincoln,Graftron,142,Function,7,OFFICE,2,OFFICE,44.036,-71.621,???,NITH84,F-16,HCAQ71,Bristol AFB,USA,2,25mm GAU-12,4,25mm GAU-12,Comment,med,med,light,0,heavy,med,"HCAQ71, 04-JAN-14, info"
231,79888,TS/SCI,US,042108ZSEP02,04-SEP-02,2108Z,AA,AW-17,Dynamic,2525-58365,fv618,20101,Sunday River,Newry,Oxford,687,Function,10,OFFICE,2,BARRACKS,44.469,-70.861,???,PLPL85,AC-130,TCBV85,Bristol AFB,USA,3,25mm GAU-12,2,105mm M102,Comment,light,light,heavy,0,light,light,"TCBV85, 04-SEP-02, info"
232,25035,TS/SCI,US,021927ZOCT09,02-OCT-09,1927Z,AA,AW-17,Deliberate,6050-05944,zq109,40201,Sunday River,Newry,Oxford,437,Function,7,BARRACKS,3,RUNWAYS,44.469,-70.861,???,QVFR82,F-16,IVUB78,Bristol AFB,USA,2,105mm M102,1,105mm M102,Comment,light,light,light,0,light,heavy,"IVUB78, 02-OCT-09, info"
233,01739,TS/SCI,US,040850ZSEP09,04-SEP-09,0850Z,AA,AW-17,Dynamic,4226-48388,wq764,20201,Random,r,R,429,Function,2,OFFICE,6,RUNWAYS,34,89,???,APIN86,AC-130,LSBX65,Bristol AFB,USA,3,25mm GAU-12,5,25mm GAU-12,Comment,light,heavy,heavy,0,light,med,"LSBX65, 04-SEP-09, info"
234,74012,TS/SCI,US,011925ZAPR14,01-APR-14,1925Z,AA,AW-17,Dynamic,2629-21043,oe512,40102,Loon Mountain,Lincoln,Graftron,193,Function,1,RUNWAYS,1,RUNWAYS,44.036,-71.621,???,OJLH86,F-16,QZWU79,Bristol AFB,USA,3,25mm GAU-12,2,105mm M102,Comment,med,med,med,0,light,light,"QZWU79, 01-APR-14, info"
235,86060,TS/SCI,US,011523ZFEB10,01-FEB-10,1523Z,AA,AW-17,Deliberate,4410-55978,qb147,40202,Loon Mountain,Lincoln,Graftron,539,Function,2,OFFICE,8,OFFICE,44.036,-71.621,???,POXW71,SR-71,DDDD79,Bristol AFB,USA,2,105mm M102,2,25mm GAU-12,Comment,heavy,light,light,0,heavy,med,"DDDD79, 01-FEB-10, info"
236,57921,TS/SCI,US,131843ZMAY11,13-MAY-11,1843Z,AA,AW-17,Dynamic,5112-00017,ua331,20205,Sunday River,Newry,Oxford,477,Function,8,OFFICE,1,BARRACKS,44.469,-70.861,???,BHBU84,AC-130,QRWA81,Bristol AFB,USA,1,25mm GAU-12,3,Bofors 40mm,Comment,heavy,light,light,0,heavy,heavy,"QRWA81, 13-MAY-11, info"
237,54811,TS/SCI,US,021614ZFEB02,02-FEB-02,1614Z,AA,AW-17,Dynamic,4229-37723,dp380,40102,Random,r,R,313,Function,1,BARRACKS,2,OFFICE,41,1,???,EOOR77,F-16,WCIS79,Bristol AFB,USA,4,Bofors 40mm,4,25mm GAU-12,Comment,light,light,light,0,heavy,med,"WCIS79, 02-FEB-02, info"
238,94602,TS/SCI,US,080034ZFEB13,08-FEB-13,0034Z,AA,AW-17,Dynamic,6294-34345,xz468,20204,Sunday River,Newry,Oxford,920,Function,5,RUNWAYS,3,BARRACKS,44.469,-70.861,???,GYCJ89,SR-71,TCBU74,Bristol AFB,USA,2,25mm GAU-12,1,Bofors 40mm,Comment,light,light,heavy,0,heavy,med,"TCBU74, 08-FEB-13, info"
239,64131,TS/SCI,US,201708ZSEP07,20-SEP-07,1708Z,AA,AW-17,Dynamic,5231-10850,da972,50204,Loon Mountain,Lincoln,Graftron,690,Function,6,OFFICE,10,RUNWAYS,44.036,-71.621,???,PSTX86,F-16,VPIV84,Bristol AFB,USA,5,105mm M102,5,25mm GAU-12,Comment,heavy,med,light,0,med,light,"VPIV84, 20-SEP-07, info"
240,01994,TS/SCI,US,191411ZSEP08,19-SEP-08,1411Z,AA,AW-17,Deliberate,8327-05290,ye918,30101,Loon Mountain,Lincoln,Graftron,159,Function,3,OFFICE,4,RUNWAYS,44.036,-71.621,???,AKTF66,AC-130,ISEZ78,Bristol AFB,USA,2,105mm M102,5,Bofors 40mm,Comment,light,light,light,0,light,med,"ISEZ78, 19-SEP-08, info"
241,40699,TS/SCI,US,112020ZMAY07,11-MAY-07,2020Z,AA,AW-17,Deliberate,5924-62566,yk229,10203,Random,r,R,797,Function,2,RUNWAYS,9,OFFICE,44,13,???,DKWG71,AC-130,PRIH68,Bristol AFB,USA,4,105mm M102,5,25mm GAU-12,Comment,med,light,med,0,light,light,"PRIH68, 11-MAY-07, info"
242,30127,TS/SCI,US,021557ZAUG05,02-AUG-05,1557Z,AA,AW-17,Deliberate,4275-57658,wn083,50103,Loon Mountain,Lincoln,Graftron,798,Function,1,RUNWAYS,9,BARRACKS,44.036,-71.621,???,AHAU69,AC-130,KYKI81,Bristol AFB,USA,5,105mm M102,5,Bofors 40mm,Comment,light,med,heavy,0,light,light,"KYKI81, 02-AUG-05, info"
243,46794,TS/SCI,US,010422ZOCT15,01-OCT-15,0422Z,AA,AW-17,Deliberate,9816-02271,mo363,40203,Sunday River,Newry,Oxford,705,Function,7,BARRACKS,3,BARRACKS,44.469,-70.861,???,MKZA65,AC-130,BEVB88,Bristol AFB,USA,5,Bofors 40mm,1,105mm M102,Comment,heavy,med,light,0,heavy,light,"BEVB88, 01-OCT-15, info"
